Maximum_length;Maximum_weight;Maximum_longevity;Rheophily;Limnophily;Long_migration;Potamodromy;Benthic;Water_column;Invertivory;Omnivory;Piscivory;Tolerance;Intolerance;Fusiform_shape;Elongated_form;Eel-like_form;Reproductive_span;Lithophily;Phytophily;Mean_fecundity;Maximum_fecundity;Egg_size;Parental_care;Age_maturity;Length_maturity;Single_spawning;Species;Database
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio occitaniae;10
;;;;;;;;;0;0;1;;;;;;;;;;;;0;;;;Hucho hucho;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma almacai;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lemmingii;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lusitanicum;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma olisiponensis;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma oretanum;10
;;;;;;;;;0;0;1;;;;;;;;;;;;1;;;;Ictalurus punctatus;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra alavariensis;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra auremensis;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra fluviatilis;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra lusitanica;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra planeri;10
;;;;;;;;;1;0;0;;;;;;;;;;;;1;;;;Lepomis gibbosus;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Leuciscus aspius;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Liza aurata;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus bocagei;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus comizo;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus graellsii;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus guiraonis;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus microcephalus;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus sclateri;10
;;;;;;;;;0;0;1;;;;;;;;;;;;1;;;;Micropterus salmoides;10
;;;;;;;;;1;0;0;;;;;;;;;;;;0;;;;Misgurnus anguillicaudatus;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Mugil cephalus;10
;;;;;;;;;1;0;0;;;;;;;;;;;;0;;;;Oncorhynchus kisutch;10
;;;;;;;;;1;0;0;;;;;;;;;;;;0;;;;Oncorhynchus mykiss;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma arrigonis;10
;;;;;;;;;0;0;0;;;;;;;;;;;;0;;;;Parachondrostoma miegii;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma turiense;10
;;;;;;;;;0;0;1;;;;;;;;;;;;0;;;;Perca fluviatilis;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Petromyzon marinus;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Phoxinus bigerri;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Platichthys flesus;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pomatoschistus microps;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma duriense;10
;;;;;;;;;0;0;0;;;;;;;;;;;;0;;;;Pseudochondrostoma polylepis;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma willkommii;10
;;;;;;;;;1;0;0;;;;;;;;;;;;1;;;;Pseudorasbora parva;10
;;;;;;;;;0;0;0;;;;;;;;;;;;0;;;;Rutilus rutilus;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salaria fluviatilis;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salmo salar;10
;;;;;;;;;1;0;0;;;;;;;;;;;;0;;;;Salmo trutta;10
;;;;;;;;;1;0;0;;;;;;;;;;;;0;;;;Salvelinus fontinalis;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salvelinus umbla;10
;;;;;;;;;0;0;1;;;;;;;;;;;;1;;;;Sander lucioperca;10
;;;;;;;;;0;0;0;;;;;;;;;;;;0;;;;Scardinius erythrophthalmus;10
;;;;;;;;;0;0;1;;;;;;;;;;;;1;;;;Silurus glanis;10
;;;;;;;;;1;0;0;;;;;;;;;;;;0;;;;Squalius alburnoides;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius aradensis;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius carolitertii;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius castellanus;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius laietanus;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius malacitanus;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius palaciosi;10
;;;;;;;;;1;0;0;;;;;;;;;;;;0;;;;Squalius pyrenaicus;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius torgalensis;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius valentinus;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Syngnathus abaster;10
;;;;;;;;;0;1;0;;;;;;;;;;;;0;;;;Tinca tinca;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Valencia hispanica;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;Xiphophorus maculatus;10
24.2;;;1;0;0;0;0;1;0;0;0;1;0;1;0;0;;0;1;;;;0;;;1;Achondrostoma arcasii;11
9.3;;;0;1;0;0;0;1;0;1;0;1;0;1;0;0;;0;1;;;;0;;;0;Achondrostoma occidentale;11
17.1;;;0;1;0;0;0;1;0;1;0;1;0;1;0;0;;0;1;;;;0;;;0;Achondrostoma oligolepis;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma salmantinum;11
500;;;1;0;1;0;1;0;1;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Acipenser sturio;11
31;;;0;0;0;0;0;1;0;0;0;1;0;1;0;0;;0;0;;;;0;;;0;Alburnus alburnus;11
83;;;1;0;1;0;0;1;0;0;0;0;1;1;0;0;;0;0;;;;0;;;1;Alosa alosa;11
60;;;1;0;1;0;0;1;0;0;0;0;1;1;0;0;;0;0;;;;0;;;1;Alosa fallax;11
66;;;0;1;0;0;1;0;0;1;0;1;0;1;0;0;;1;0;;;;1;;;1;Ameiurus melas;11
7.5;;;0;0;0;0;0;1;0;1;0;0;0;1;0;0;;0;0;;;;0;;;0;Anaecypris hispanica;11
150;;;0;0;1;0;1;0;1;0;0;1;0;0;0;1;;0;0;;;;0;;;1;Anguilla anguilla;11
;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;Aphanius baeticus;11
;;;0;1;;;0;1;1;0;0;;;1;0;0;;0;1;;;;0;;;;Aphanius iberus;11
24.6;;;0;1;0;0;0;1;0;0;0;0;0;1;0;0;;0;1;;;;0;;;0;Atherina boyeri;11
19.3;;;0;1;0;0;;;0;1;0;1;0;0;0;0;;0;0;;;;0;;;1;Australoheros facetus;11
41;;;1;0;0;0;1;0;1;0;0;0;0;0;1;0;;1;0;;;;0;;;0;Barbatula barbatula;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbatula quignardi;11
30;;;1;0;0;1;1;0;0;1;0;0;1;0;1;0;;1;0;;;;0;;;1;Barbus haasi;11
38;;;1;0;0;1;1;0;1;0;0;0;1;0;1;0;;1;0;;;;0;;;1;Barbus meridionalis;11
48.5;;;0;0;0;0;1;0;0;1;0;1;0;0;0;0;;0;0;;;;0;;;0;Blicca bjoerkna;11
59;;;0;1;0;0;1;0;0;1;0;1;0;0;0;0;;0;1;;;;0;;;0;Carassius auratus;11
45;;;0;0;0;0;1;0;0;1;0;1;0;0;0;0;;0;1;;;;0;;;0;Carassius gibelio;11
60;;;0;1;;;0;1;0;1;0;1;0;1;0;0;;0;0;;;;0;;;1;Chelon labrosus;11
70;;;0;1;0;1;1;0;0;0;0;1;0;1;0;0;;0;0;;;;0;;;1;Chelon ramada;11
;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;Cobitis bilineata;11
10.7;;;1;0;0;0;1;0;1;0;0;0;1;0;1;0;;1;0;;;;0;;;0;Cobitis calderoni;11
16.2;;;0;1;0;0;1;0;1;0;0;0;0;0;1;0;;0;0;;;;0;;;;Cobitis paludica;11
10;;;0;0;0;0;1;0;1;0;0;1;0;0;1;0;;1;0;;;;0;;;;Cobitis vettonica;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus aturi;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus hispaniolensis;11
130;;;0;0;0;0;1;0;0;1;0;1;0;0;0;0;;0;1;;;;0;;;1;Cyprinus carpio;11
103;;;0;0;0;0;0;1;0;0;1;0;0;1;0;0;;0;0;;;;0;;;0;Dicentrarchus labrax;11
150;;;0;0;0;1;0;1;0;0;1;0;0;1;0;0;;0;1;;;;0;;;1;Esox lucius;11
15;;;0;1;0;0;1;0;1;0;0;1;0;1;0;0;;;;;;;0;;;;Fundulus heteroclitus;11
7;;;0;1;0;0;0;1;1;0;0;1;0;1;0;0;;0;0;;;;1;;;0;Gambusia holbrooki;11
11;;;0;0;0;0;0;1;0;1;0;1;0;1;0;0;;0;1;;;;1;;;0;Gasterosteus aculeatus;11
24.6;;;0;0;0;0;1;0;;;;0;0;1;0;0;;0;0;;;;0;;;0;Gobio lozanoi;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio occitaniae;11
150;;;1;0;0;1;0;1;0;0;1;0;1;1;0;0;;1;0;;;;0;;;1;Hucho hucho;11
14.8;;;0;1;0;0;0;1;0;1;0;0;1;1;0;0;;0;0;;;;0;;;0;Iberochondrostoma almacai;11
14.9;;;0;1;0;1;1;0;0;1;0;0;0;1;0;0;;0;0;;;;0;;;0;Iberochondrostoma lemmingii;11
15.1;;;0;1;0;0;0;1;0;1;0;0;0;1;0;0;;0;0;;;;0;;;0;Iberochondrostoma lusitanicum;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma olisiponensis;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma oretanum;11
;;;0;0;0;0;1;0;0;1;0;1;0;1;0;0;;0;0;;;;1;;;1;Ictalurus punctatus;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra alavariensis;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra auremensis;11
50;;;1;0;1;0;1;0;0;0;1;0;1;0;0;1;;1;0;;;;0;;;1;Lampetra fluviatilis;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra lusitanica;11
60;;;1;0;0;0;1;0;0;0;0;0;1;0;0;1;;1;0;;;;0;;;1;Lampetra planeri;11
40;;;0;1;0;0;0;1;1;0;0;1;0;0;0;0;;0;0;;;;1;;;0;Lepomis gibbosus;11
112;;;1;0;0;1;0;1;0;0;1;0;0;1;0;0;;1;0;;;;0;;;1;Leuciscus aspius;11
59;;;0;1;0;1;0;1;0;1;0;1;0;1;0;0;;0;0;;;;0;;;1;Liza aurata;11
107;;;0;0;0;1;1;0;0;1;0;1;0;1;0;0;;1;0;;;;0;;;1;Luciobarbus bocagei;11
105;;;0;0;0;1;0;1;0;1;0;1;0;0;1;0;;1;0;;;;0;;;1;Luciobarbus comizo;11
80;;;0;0;0;1;1;0;0;1;0;0;0;0;1;0;;1;0;;;;0;;;1;Luciobarbus graellsii;11
80;;;0;0;0;1;1;0;0;1;0;0;0;1;0;0;;1;0;;;;0;;;1;Luciobarbus guiraonis;11
50;;;0;0;0;1;1;0;0;1;0;0;0;1;0;0;;1;0;;;;0;;;1;Luciobarbus microcephalus;11
80;;;0;0;0;1;1;0;0;1;0;1;0;1;0;0;;1;0;;;;0;;;1;Luciobarbus sclateri;11
97;;;0;1;0;0;0;1;0;0;1;1;0;1;0;0;;0;0;;;;1;;;0;Micropterus salmoides;11
30;;;0;0;0;0;1;0;1;0;0;1;0;0;0;1;;0;1;;;;0;;;1;Misgurnus anguillicaudatus;11
120;;;0;1;1;0;1;0;0;0;0;1;0;1;0;0;;0;0;;;;0;;;1;Mugil cephalus;11
108;;;1;0;1;0;1;0;0;0;1;0;1;1;0;0;;1;0;;;;0;;;1;Oncorhynchus kisutch;11
120;;;1;0;0;1;0;1;1;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Oncorhynchus mykiss;11
25;;;1;0;0;1;1;0;0;0;0;0;1;1;0;0;;1;0;;;;0;;;1;Parachondrostoma arrigonis;11
25.3;;;1;0;0;1;1;0;0;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Parachondrostoma miegii;11
;;;1;0;0;1;1;0;0;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Parachondrostoma turiense;11
64;;;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;0;0;;;;0;;;1;Perca fluviatilis;11
120;;;1;0;1;0;0;1;0;0;1;0;1;0;0;1;;1;0;;;;0;;;1;Petromyzon marinus;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Phoxinus bigerri;11
60;;;0;0;1;0;1;0;1;0;0;0;0;0;0;0;;0;0;;;;0;;;1;Platichthys flesus;11
5;;;;;0;0;1;0;1;0;0;;;0;1;0;;0;0;;;;;;;;Pomatoschistus microps;11
40;;;1;0;0;1;1;0;0;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Pseudochondrostoma duriense;11
39.3;;;1;0;0;1;1;0;0;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Pseudochondrostoma polylepis;11
42.3;;;1;0;0;1;1;0;0;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Pseudochondrostoma willkommii;11
12;;;0;0;0;0;0;1;0;1;0;1;0;0;0;0;;0;0;;;;1;;;0;Pseudorasbora parva;11
84.3;;;0;0;0;1;0;1;0;1;0;1;0;0;0;0;;0;0;;;;0;;;1;Rutilus rutilus;11
15;;;0;1;0;0;1;0;1;0;0;0;0;0;1;0;;0;0;;;;1;;;0;Salaria fluviatilis;11
150;;;1;0;1;0;0;1;0;0;1;0;1;1;0;0;;1;0;;;;1;;;1;Salmo salar;11
140;;;1;0;1;0;0;1;0;0;1;0;1;1;0;0;;1;0;;;;0;;;1;Salmo trutta;11
86;;;1;0;0;0;0;1;1;0;0;0;1;1;0;0;;1;0;;;;0;;;1;Salvelinus fontinalis;11
60;;;0;1;0;0;0;1;0;0;0;0;1;1;0;0;;1;0;;;;0;;;1;Salvelinus umbla;11
130;;;0;0;0;1;0;1;0;0;1;1;0;1;0;0;;0;0;;;;1;;;1;Sander lucioperca;11
56.5;;;0;1;0;0;0;1;0;1;0;1;0;0;0;0;;0;1;;;;0;;;0;Scardinius erythrophthalmus;11
500;;;0;0;0;0;1;0;0;0;1;1;0;0;0;1;;0;1;;;;1;;;1;Silurus glanis;11
44.2;;;0;0;0;0;0;1;1;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Squalius alburnoides;11
13.1;;;0;0;0;0;0;1;1;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Squalius aradensis;11
32.8;;;0;0;0;0;0;1;1;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Squalius carolitertii;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius castellanus;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius laietanus;11
;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;Squalius malacitanus;11
5;;;1;0;0;0;0;1;1;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Squalius palaciosi;11
24;;;0;0;0;0;0;1;1;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Squalius pyrenaicus;11
16.2;;;0;0;0;0;0;1;1;0;0;0;0;1;0;0;;1;0;;;;0;;;1;Squalius torgalensis;11
;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;Squalius valentinus;11
21;;;0;1;0;0;1;0;1;0;0;0;0;0;0;1;;0;0;;;;1;;;1;Syngnathus abaster;11
85;;;0;1;0;0;1;0;0;1;0;1;0;0;0;0;;0;1;;;;0;;;0;Tinca tinca;11
;;;0;1;;;0;1;1;0;0;;;1;0;0;;0;1;;;;0;;;;Valencia hispanica;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Xiphophorus maculatus;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma arcasii;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma occidentale;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma oligolepis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma salmantinum;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Acipenser sturio;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Alburnus alburnus;12
;;;;;;;;;;;;;;;;;2.4;0;0;325000;;1.6;0;5;47.5;;Alosa alosa;12
;;;;;;;;;;;;;;;;;1.1;0;0;325000;;1.5;0;4.5;36;;Alosa fallax;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Ameiurus melas;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Anaecypris hispanica;12
;;;;;;;;;;;;;;;;;3;0;0;1750000;;1.1;0;8.5;57.5;;Anguilla anguilla;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Aphanius baeticus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Aphanius iberus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Atherina boyeri;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Australoheros facetus;12
;;;;;;;;;;;;;;;;;1;0;0;5500;;1;0;1.5;6.8;;Barbatula barbatula;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbatula quignardi;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbus haasi;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbus meridionalis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Blicca bjoerkna;12
;;;;;;;;;;;;;;;;;1.1;0;1;55000;;1.4;0;3;13.5;;Carassius auratus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Carassius gibelio;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelon labrosus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelon ramada;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis bilineata;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis calderoni;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis paludica;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis vettonica;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus aturi;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus hispaniolensis;12
;;;;;;;;;;;;;;;;;3;0;1;325000;;1.4;0;4.5;37.5;;Cyprinus carpio;12
;;;;;;;;;;;;;;;;;1.5;0;0;750000;;1.2;0;4.5;32.5;;Dicentrarchus labrax;12
;;;;;;;;;;;;;;;;;0.6;0;1;27500;;2.4;0;3.5;37.5;;Esox lucius;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Fundulus heteroclitus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gambusia holbrooki;12
;;;;;;;;;;;;;;;;;1.6;0;1;300;;1.5;1;1.5;4.5;;Gasterosteus aculeatus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio lozanoi;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio occitaniae;12
;;;;;;;;;;;;;;;;;1.4;1;0;9500;;5.05;0;4.5;72.5;;Hucho hucho;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma almacai;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lemmingii;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lusitanicum;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma olisiponensis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma oretanum;12
;;;;;;;;;;;;;;;;;1.8;0;0;20000;;3.5;1;4.5;30;;Ictalurus punctatus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra alavariensis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra auremensis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra fluviatilis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra lusitanica;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra planeri;12
;;;;;;;;;;;;;;;;;2;1;0;3500;;1.1;1;2.5;8.5;;Lepomis gibbosus;12
;;;;;;;;;;;;;;;;;0.4;1;0;200000;;1.7;0;4.5;42.5;;Leuciscus aspius;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Liza aurata;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus bocagei;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus comizo;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus graellsii;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus guiraonis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus microcephalus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus sclateri;12
;;;;;;;;;;;;;;;;;1.8;1;0;42500;;1.7;1;3.5;23.5;;Micropterus salmoides;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Misgurnus anguillicaudatus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Mugil cephalus;12
;;;;;;;;;;;;;;;;;0.9;1;0;2800;;6;1;3.5;57.5;;Oncorhynchus kisutch;12
;;;;;;;;;;;;;;;;;1.3;1;0;5500;;4.5;0;3.5;42.5;;Oncorhynchus mykiss;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma arrigonis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma miegii;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma turiense;12
;;;;;;;;;;;;;;;;;1.3;0;0;85000;;1.8;0;2.5;13.5;;Perca fluviatilis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Petromyzon marinus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Phoxinus bigerri;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Platichthys flesus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pomatoschistus microps;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma duriense;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma polylepis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma willkommii;12
;;;;;;;;;;;;;;;;;2.3;0;0;2500;;1.2;1;1.5;5.5;;Pseudorasbora parva;12
;;;;;;;;;;;;;;;;;0.4;0;0;85000;;1.4;0;3.5;13.5;;Rutilus rutilus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salaria fluviatilis;12
;;;;;;;;;;;;;;;;;0.3;1;0;7500;;6;0;3.5;42.5;;Salmo salar;12
;;;;;;;;;;;;;;;;;0.5;1;0;1800;;5.2;0;3.5;37.5;;Salmo trutta;12
;;;;;;;;;;;;;;;;;1.1;1;0;3300;;4.4;0;3.5;37.5;;Salvelinus fontinalis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salvelinus umbla;12
;;;;;;;;;;;;;;;;;0.8;1;0;275000;;1;1;3.5;32.5;;Sander lucioperca;12
;;;;;;;;;;;;;;;;;0.8;0;1;85000;;1.2;0;2.5;15.5;;Scardinius erythrophthalmus;12
;;;;;;;;;;;;;;;;;0.9;0;1;200000;;2.4;1;4.5;62.5;;Silurus glanis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius alburnoides;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius aradensis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius carolitertii;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius castellanus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius laietanus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius malacitanus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius palaciosi;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius pyrenaicus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius torgalensis;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius valentinus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Syngnathus abaster;12
;;;;;;;;;;;;;;;;;1.5;0;1;250000;;0.9;0;4;23;;Tinca tinca;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Valencia hispanica;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Xiphophorus maculatus;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma arcasii;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma occidentale;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma oligolepis;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma salmantinum;13
;;;1;0;1;0;;;1;0;0;;;;;;;1;0;;;;;;;;Acipenser sturio;13
;;;0;0;0;0;;;0;1;0;;;;;;;0;0;;;;;;;;Alburnus alburnus;13
;;;1;0;1;0;;;0;0;0;;;;;;;1;0;;;;;;;;Alosa alosa;13
;;;1;0;1;0;;;0;0;0;;;;;;;0;0;;;;;;;;Alosa fallax;13
;;;0;1;0;0;;;0;1;0;;;;;;;0;0;;;;;;;;Ameiurus melas;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Anaecypris hispanica;13
;;;0;0;1;0;;;1;0;1;;;;;;;0;0;;;;;;;;Anguilla anguilla;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Aphanius baeticus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Aphanius iberus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Atherina boyeri;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Australoheros facetus;13
;;;1;0;0;0;;;1;0;0;;;;;;;0;0;;;;;;;;Barbatula barbatula;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbatula quignardi;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbus haasi;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbus meridionalis;13
;;;0;0;0;0;;;0;1;0;;;;;;;0;1;;;;;;;;Blicca bjoerkna;13
;;;0;1;0;0;;;0;1;0;;;;;;;0;1;;;;;;;;Carassius auratus;13
;;;0;0;0;0;;;0;1;0;;;;;;;0;0;;;;;;;;Carassius gibelio;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelon labrosus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelon ramada;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis bilineata;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis calderoni;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis paludica;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis vettonica;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus aturi;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus hispaniolensis;13
;;;0;0;0;0;;;0;1;0;;;;;;;0;1;;;;;;;;Cyprinus carpio;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Dicentrarchus labrax;13
;;;0;0;0;0;;;0;0;1;;;;;;;0;1;;;;;;;;Esox lucius;13
