Month;Year;ZM_River;ZM_Reservoir;QMean;QMax;Over_500;Over_750;Over_1000;Over_1250;Over_1500;Over_1750;Over_2000;Over_2250;Over_2500;Over_2750;Over_3000;Over_3250;Over_3500;FlowSup_CHE;Flow_CAT;FlowSup_TorAs;Alcalinity_CHE;Var118_CAT;Var119_CAT;Bicarbonate_CHE;Bicarbonate_CAT;Carbonates_CHE;Carbonates_CAT;DurTotal_CHE;DurTotal_CAT;DurCa_CAT;DurMg_CAT;DurPer_CAT;NH4_CHE;NH4_CAT;NH4_TorAs;AS_CHE;AS_CAT;Ca_CHE;Ca_CAT;CN_CHE;CN_CAT;Chloride_CHE;Chloride_CAT;Cu_CHE;Cu_CAT;Cr_CHE;Cr_CAT;ColFec_CHE;ColFec_CAT;ColTot_CHE;ColTot_CAT;StreptoFec_CHE;StreptoFec_CAT;Salmo_CHE;Salmo_CAT;Cond_CHE;Cond_CAT;DBO_CHE;DBO_CAT;Tenso_CHE;Tenso_CAT;Fluor_CHE;Fluor_CAT;Fosfor_CHE;Fosfor_TorAs;Fosfor_CAT;FosforTot_CHE;Fe_CHE;Fe_CAT;Mg_CHE;Mg_CAT;Mn_CHE;Mn_CAT;MES_CHE;MES_CAT;Hg_CHE;Hg_CAT;NO3_CHE;NO3_CAT;NO3_Hen;NO3_TorAs;NO2_CHE;NO2_CAT;NO2_Hen;NH4_Hen;P2O5_Hen;NKj_CHE;NKj_CAT;NKj_Hen;DIN_TorAs;DIP_TorAs;DINP_TorAs;O2Dis_CHE;O2Dis_CAT;O2Per_CHE;O2Per_CAT;pH_CHE;pH_CAT;Pb_CHE;Pb_CAT;K_CHE;K_CAT;SiO2_CHE;SiO2_CAT;SiO2_Hen;Se_CHE;Se_CAT;Na_CHE;Na_CAT;SO4_CHE;SO4_CAT;TempWat_CHE;TempWat_CAT;TempAir_CHE;TempAir_CAT;Tur_CAT;Tur_Hen;Zn_CHE;Zn_CAT;TOC_CAT;TOC_Hen;ChlTotal_Hen
4;1.994;0,00;0,00;316,16;655,55;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;376,50;295,00;819.484.128.000,00;177,75;15,25;167,25;;166,90;;18,25;;303,25;239,00;64,25;136,00;0,26;0,04;0,29;0,00000;0,00210;97,20;95,68;0,00;0,00;75,03;78,03;0,00;0,00;0,00;0,00;3.340,00;;9.333,33;;1.240,00;;0,00;;704,00;676,05;6,77;1,73;0,02;0,00;0,20;0,23;0,21;0,27;0,19;0,21;0,04;0,01;16,45;15,53;0,01;0,02;8,67;12,28;0,00;0,00;8,67;10,48;10,475;8,45;;0,09;0,090;0,055;0,190;2,22;0,43;0,430;1.775,87;70,28;38,03;9,90;101,88;96,33;10,63;7,90;8,21;0,00;0,00;;1,93;;2,23;2,225;;0,00;54,40;54,53;114,23;131,93;13,83;14,31;15,83;17,65;10,09;10,091;0,02;0,01;;3,780;28,650
5;1.994;0,00;0,00;225,07;356,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;233,50;168,33;602.830.080.000,00;165,50;15,80;154,20;;149,72;;18,92;;308,80;235,80;73,00;154,60;0,17;0,04;0,15;0,00333;0,00080;96,20;94,40;0,00;0,00;92,68;86,30;0,00;0,00;0,00;0,00;204,00;;1.890,00;;44,00;;2,00;;849,00;688,25;9,90;1,96;0,01;0,00;0,22;0,22;0,25;0,24;0,16;0,16;0,05;0,00;23,15;17,68;0,02;0,02;10,75;11,17;0,00;0,00;7,73;10,82;10,820;8,25;;0,06;0,064;0,049;0,160;3,70;0,72;0,720;1.210,49;46,53;26,01;8,10;101,33;87,93;9,52;7,90;8,09;0,00;0,00;;1,80;;1,70;1,700;0,00;0,00;63,15;58,46;146,53;153,00;18,73;18,38;16,23;24,19;12,59;12,589;0,03;0,01;;3,300;25,825
6;1.994;0,00;0,00;150,65;259,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;142,50;108,44;390.495.600.000,00;143,00;7,75;138,75;;150,00;;9,63;;277,75;218,00;59,75;139,00;0,21;0,04;0,23;0,00000;0,00140;85,85;87,23;0,00;0,00;70,50;78,80;0,00;0,00;0,00;0,00;6.830,00;;51.066,67;;600,00;;2,00;;801,33;608,67;8,77;1,07;0,02;0,00;0,22;0,22;0,41;0,43;0,07;;0,07;0,00;14,60;14,48;0,02;0,01;9,67;17,96;0,00;0,00;7,47;7,95;7,950;7,70;;0,03;0,033;0,054;0,070;3,01;1,44;1,440;749,92;54,02;13,88;8,60;99,67;98,67;8,93;7,67;8,21;0,00;0,00;;1,85;;1,73;1,725;;0,00;50,55;50,25;112,03;130,35;22,40;22,06;27,17;27,36;11,08;11,082;0,02;0,00;;3,600;35,200
7;1.994;0,00;0,00;107,50;140,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;113,00;71,75;287.918.496.000,00;144,50;8,25;148,00;;160,35;;9,98;;312,75;242,50;70,25;164,75;0,09;0,06;0,12;0,00000;0,00200;90,20;97,10;0,06;0,00;91,80;91,53;0,01;0,00;0,00;0,00;200,00;;400,00;;0,00;;0,00;;740,00;774,55;6,13;1,55;0,02;0,00;0,20;0,25;0,39;0,37;0,30;;0,03;0,00;18,20;17,00;0,02;0,02;9,33;16,02;0,00;0,00;5,63;7,73;7,725;5,40;;0,03;0,037;0,074;0,300;;1,01;1,010;379,58;32,34;11,91;10,57;111,29;103,67;9,49;7,77;8,00;0,00;0,00;;2,08;;2,25;2,250;;0,00;61,90;61,73;147,60;157,50;29,57;25,45;33,17;29,98;7,49;7,492;0,03;0,00;;2,300;27,925
8;1.994;0,00;0,00;121,60;129,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;144,00;78,22;325.697.328.000,00;159,50;13,40;164,20;;167,76;;15,88;;357,40;265,60;91,60;193,20;0,29;0,04;0,37;0,00000;0,00190;100,20;106,50;0,00;0,00;123,17;128,38;0,00;0,00;0,00;0,00;3.200,00;;31.850,00;;468,00;;9,00;;820,67;984,82;8,13;1,84;0,00;0,00;0,13;0,30;0,13;0,10;0,10;;0,03;0,00;22,50;22,20;0,03;0,02;7,67;16,40;0,00;0,00;6,13;6,72;6,720;6,00;;0,06;0,062;0,050;0,100;;0,70;0,700;547,93;10,46;51,16;8,57;125,38;91,67;10,13;7,73;8,29;0,00;0,00;;2,68;;2,24;2,240;;0,00;85,75;88,74;171,15;199,64;26,67;27,44;28,33;30,78;6,55;6,547;0,02;0,02;;6,883;47,340
9;1.994;0,00;0,00;120,13;187,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57,03;75,50;311.384.304.000,00;149,75;11,00;155,75;;163,58;;13,05;;382,50;271,75;110,75;226,75;0,33;0,04;0,30;0,00000;0,00080;112,20;108,88;0,00;0,00;163,33;148,70;0,00;0,00;0,00;0,00;2.000,00;;7.500,00;;80,00;;3,00;;1.067,00;1.106,09;7,63;1,88;0,00;0,00;0,27;0,30;0,51;0,50;0,30;;0,14;0,01;25,50;26,98;0,04;0,01;9,33;12,43;0,00;0,00;5,73;3,88;3,875;5,70;;0,09;0,085;0,053;0,300;;0,60;0,600;470,07;51,38;9,34;9,73;103,11;94,33;8,70;7,80;8,33;0,00;0,00;;2,75;;1,90;1,900;;0,00;115,50;106,08;235,27;242,93;27,83;25,09;24,23;24,72;6,30;6,304;0,03;0,01;;5,900;44,300
10;1.994;0,00;0,00;208,44;465,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;535,50;159,78;558.280.080.000,00;153,00;10,40;170,20;;182,68;;12,28;;404,60;281,80;122,60;234,40;0,70;0,06;0,28;0,00000;0,00170;122,25;113,04;0,00;0,00;132,33;135,30;0,00;0,00;0,00;0,00;8.600,00;;24.000,00;;2.450,00;;96,50;;1.112,00;1.039,53;15,73;1,12;0,01;0,00;0,27;0,28;1,76;1,76;0,40;;0,30;0,01;21,90;29,82;0,38;0,02;331,33;39,51;0,00;0,00;8,57;13,50;13,500;8,75;;0,12;0,124;0,068;0,400;1,50;0,65;0,650;1.242,09;316,56;5,93;8,87;87,78;84,00;7,99;7,77;8,12;0,00;0,00;;4,14;;4,78;4,780;0,00;0,00;99,70;99,42;242,10;252,40;21,07;21,12;19,60;20,59;28,08;28,084;0,07;0,01;;7,800;9,175
11;1.994;0,00;0,00;417,29;1.180,85;7,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;342,00;429,75;1.081.627.776.000,00;167,50;7,50;157,25;;173,73;;8,88;;325,25;238,00;87,50;168,00;0,21;0,12;0,21;0,00000;0,00150;88,20;95,35;0,00;0,00;79,30;76,08;0,01;0,00;0,00;0,00;1.400,00;;18.000,00;;24,00;;0,00;;1.042,25;779,35;5,60;1,25;0,02;0,00;0,31;0,28;0,41;0,40;0,43;;0,09;0,02;29,20;21,25;0,03;0,04;26,33;21,78;0,00;0,00;10,20;13,48;13,475;10,95;;0,12;0,118;0,129;0,430;4,68;1,27;1,270;2.907,15;139,83;26,83;10,10;94,33;88,33;9,59;7,83;8,05;0,00;0,00;;2,68;;4,73;4,725;0,00;;68,15;58,28;171,83;175,90;14,63;15,67;16,78;16,36;31,68;31,680;0,02;0,01;;6,150;10,667
12;1.994;0,00;0,00;218,05;297,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;215,50;169,29;584.013.888.000,00;160,75;4,75;163,25;;187,58;;5,70;;388,75;286,50;102,50;225,50;0,19;0,03;0,21;0,00000;0,00110;115,20;114,93;0,00;0,00;109,77;125,95;0,00;0,00;0,00;0,00;850,00;;8.333,33;;109,00;;23,00;;964,33;1.019,26;6,90;0,90;0,00;0,00;0,32;0,26;0,41;0,44;0,31;;0,04;0,01;22,50;24,85;0,02;0,03;16,33;10,27;0,00;0,00;10,03;14,75;14,750;10,70;;0,08;0,078;0,040;0,310;3,40;1,01;1,010;1.532,33;84,45;19,25;9,87;99,86;92,33;10,57;8,03;8,15;0,00;0,00;;2,70;;5,90;5,900;;0,00;90,20;88,20;195,13;222,50;12,47;13,79;13,93;14,34;8,34;8,337;0,03;0,01;;5,900;9,500
1;1.995;0,00;0,00;662,02;1.290,00;22,00;7,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;716,50;593,60;1.773.157.824.000,00;163,75;4,20;166,40;;192,76;;5,04;;385,40;287,20;98,00;219,00;0,37;0,11;0,35;0,00000;0,00170;105,20;115,12;0,00;0,00;96,30;129,82;0,01;0,00;0,00;0,00;3.006,00;;20.350,00;;355,00;;46,50;;746,50;1.072,00;5,93;1,30;0,00;0,00;0,21;0,29;0,25;0,27;0,20;;0,06;0,00;16,40;23,84;0,02;0,04;8,00;16,88;0,00;0,00;11,75;15,14;14,000;11,80;;0,09;;0,090;0,200;2,44;0,98;0,980;5.299,13;156,76;34,62;13,78;100,80;100,75;11,60;8,13;8,11;0,00;0,00;;2,76;;4,96;;0,00;0,00;70,10;91,86;171,73;218,96;9,00;9,98;13,88;13,38;12,47;;0,03;0,01;;7,900;3,280
2;1.995;0,00;0,00;330,37;502,70;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;445,00;160,50;799.234.992.000,00;168,00;5,00;157,50;;179,95;;6,00;;292,50;236,00;56,50;135,00;0,35;0,07;0,42;0,00000;0,00100;92,20;94,55;0,00;0,00;61,03;72,85;0,00;0,00;0,00;0,00;5.100,00;;30.150,00;;340,00;;4,00;;588,67;701,00;5,93;1,38;0,03;0,00;0,21;0,25;0,54;0,64;0,26;;0,07;0,01;10,95;13,70;0,02;0,02;8,67;21,83;0,00;0,00;9,83;13,00;13,100;9,70;;0,10;;0,140;0,260;;0,60;0,600;2.046,73;170,52;13,29;11,07;106,00;100,00;11,95;8,10;8,30;0,00;0,00;;1,90;;4,50;;;0,00;48,50;50,15;106,07;125,60;11,33;10,85;17,83;13,55;8,58;;0,03;0,01;;5,700;19,725
3;1.995;0,00;0,00;555,77;956,00;15,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;433,00;490,50;1.488.570.912.000,00;175,00;6,75;160,75;;179,65;;8,10;;282,50;225,25;56,75;121,75;0,64;0,03;0,74;0,00000;0,00110;106,60;90,35;0,00;0,00;57,53;72,95;0,00;0,00;0,00;0,00;7.000,00;;160.000,00;;3.200,00;;4,00;;672,00;707,00;5,07;1,18;0,04;0,00;0,18;0,18;0,37;0,47;0,20;;0,07;0,01;13,15;7,90;0,02;0,02;10,00;15,13;0,00;0,00;9,40;9,40;8,500;10,95;;0,08;;0,070;0,200;;0,59;0,590;4.618,03;232,37;20,85;9,43;106,75;93,00;11,65;7,93;8,34;0,00;0,00;;2,03;;3,68;;;0,00;46,80;50,63;129,93;122,15;14,83;12,45;16,33;15,08;11,37;;0,02;0,01;;10,400;18,975
4;1.995;0,00;0,00;135,33;203,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;149,00;77,50;350.763.264.000,00;165,25;10,50;161,00;;170,98;;12,50;;294,75;233,50;82,50;133,75;2,18;0,03;3,05;0,00000;0,00100;90,65;93,53;0,00;0,00;71,00;73,10;0,01;0,00;0,00;0,00;54,00;;333.766,67;;4.000,00;;9,00;;689,00;723,50;9,63;1,10;0,09;0,00;0,36;0,27;0,31;0,42;0,25;;0,06;0,00;15,50;14,90;0,02;0,01;27,00;14,35;0,00;0,00;8,87;9,43;9,400;9,15;;0,07;;0,040;0,250;3,92;0,52;0,520;1.512,67;47,63;31,30;11,73;115,00;124,33;11,50;8,30;8,45;0,00;0,00;;2,98;;2,15;;;0,00;51,80;48,58;124,70;133,18;17,67;16,20;23,00;17,00;7,81;;0,02;0,01;;3,200;21,750
5;1.995;0,00;0,00;119,48;156,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;146,50;70,20;320.021.280.000,00;152,75;10,20;157,80;;167,64;;12,24;;329,60;251,00;78,60;171,80;0,21;0,02;0,29;0,00000;0,00100;91,85;100,60;0,00;0,00;74,40;87,06;0,00;0,00;0,00;0,00;2.590,00;;53.566,67;;1.110,00;;230,00;;788,25;817,20;7,53;2,20;0,02;0,00;0,31;0,27;0,41;0,57;0,41;;0,05;0,01;18,30;19,12;0,02;0,01;12,25;21,82;0,00;0,00;9,03;8,98;10,800;9,35;;0,07;;0,040;0,410;6,42;1,80;1,800;770,08;62,50;13,32;9,53;115,00;101,50;10,82;8,03;8,54;0,00;0,00;;2,22;;2,72;;0,00;0,00;55,70;61,58;148,53;170,36;19,50;19,64;18,75;21,96;10,09;;0,02;0,01;;3,200;62,940
6;1.995;0,00;0,00;94,31;118,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;114,50;60,75;244.449.360.000,00;185,00;7,50;167,50;;186,05;;9,00;;367,50;282,00;85,50;200,00;1,52;0,02;3,01;0,00000;0,00140;105,00;113,10;0,00;0,00;111,67;114,20;0,00;0,00;0,00;0,00;340.066,33;;500.599,50;;50.000,00;;2.400,00;;1.079,80;955,00;11,23;0,77;0,29;0,00;0,32;0,32;0,98;1,23;0,26;;0,08;0,01;21,90;20,75;0,02;0,02;15,67;17,73;0,00;0,00;8,33;9,45;8,300;7,30;;0,05;;0,040;0,260;1,61;1,14;1,100;785,41;79,65;9,58;9,76;95,25;105,67;8,33;8,17;8,21;0,00;0,00;;3,00;;2,93;;0,00;0,00;81,85;77,93;178,00;192,00;23,88;23,13;25,28;25,23;10,08;;0,02;0,01;;3,400;7,550
7;1.995;0,00;0,00;100,47;121,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,00;40,00;269.091.936.000,00;161,00;13,20;155,60;;157,62;;15,84;;357,80;270,20;87,60;202,20;0,24;0,02;0,22;0,00000;0,00180;105,00;108,36;0,00;0,00;104,83;117,02;0,00;0,00;0,00;0,00;14.000,00;;80.500,00;;2.000,00;;9,00;;881,33;940,00;7,83;2,28;0,04;0,00;0,26;0,27;1,06;0,89;0,64;;0,07;0,00;21,95;21,24;0,03;0,01;23,00;26,40;0,00;0,00;9,07;6,42;9,200;9,05;;0,05;;0,040;0,640;;1,40;0,637;612,31;81,52;7,71;10,87;121,40;100,67;10,08;8,13;8,43;0,00;0,00;;3,18;;2,34;;;0,00;75,90;77,16;185,67;194,00;25,33;26,04;30,67;28,52;8,78;;0,02;0,02;;3,400;59,260
8;1.995;0,00;0,00;113,84;124,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;115,00;42,50;304.910.784.000,00;151,50;14,50;159,25;;159,00;;17,25;;389,00;287,00;102,00;230,25;0,17;0,02;0,20;0,00000;0,00150;110,00;115,00;0,00;0,00;126,33;138,65;0,01;0,00;0,00;0,00;0,00;;751,50;;0,00;;0,00;;999,33;1.048,00;7,10;2,08;0,02;0,00;0,30;0,30;0,45;0,41;0,33;;0,08;0,01;23,75;24,90;0,04;0,01;11,33;29,40;0,00;0,00;9,10;6,78;6,700;9,25;;0,08;;0,030;0,330;;1,90;1,900;691,24;38,51;17,33;8,67;121,50;91,33;10,23;7,77;8,52;0,00;0,00;;2,95;;2,23;;;0,00;80,10;94,50;217,67;224,98;21,67;26,13;25,17;25,98;10,31;;0,02;0,00;;3,100;69,575
9;1.995;0,00;0,00;109,01;120,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;113,00;49,25;282.545.280.000,00;182,50;13,75;160,50;;162,25;;16,50;;407,00;297,25;109,50;246,50;4,99;0,03;7,45;0,00000;0,00200;107,65;119,13;0,00;0,00;143,20;155,00;0,01;0,00;0,00;0,00;90.000,00;;514.999,50;;360.000,00;;1.100,00;;1.153,00;1.097,50;22,37;1,45;1,06;0,00;0,32;0,31;1,22;1,67;0,34;;0,17;0,01;28,45;26,63;0,07;0,03;54,67;22,55;0,00;0,00;4,10;4,13;7,200;5,00;;0,06;;0,030;0,340;;2,80;2,800;1.307,94;117,65;9,77;9,00;120,25;103,33;10,30;7,98;8,50;0,00;0,00;;3,28;;3,55;;;0,00;105,50;103,80;251,53;254,25;24,33;24,15;24,67;23,63;8,81;;0,04;0,01;;3,500;28,350
10;1.995;0,00;0,00;109,08;146,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;70,00;50,20;292.146.480.000,00;156,00;8,00;159,00;;174,46;;9,60;;391,40;287,80;103,40;232,40;0,67;0,02;0,44;;0,00200;106,20;115,40;;0,00;128,30;144,94;;0,00;;0,00;70.000,00;;310.000,00;;10.000,00;;23,00;;958,00;1.059,20;11,60;1,13;0,19;0,00;;0,27;1,18;0,85;0,37;;;0,01;24,40;25,16;;0,02;;17,16;0,00;0,00;3,90;4,80;4,300;5,08;;0,12;;0,030;0,370;;1,80;1,800;449,53;69,52;6,56;7,60;115,75;85,00;10,40;8,00;8,31;;0,00;;3,40;;4,30;;;0,00;91,00;101,90;199,30;236,78;20,90;22,12;26,00;22,82;7,95;;;0,03;;3,700;9,260
11;1.995;0,00;0,00;97,16;120,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;174,50;65,50;251.838.720.000,00;163,00;6,50;156,50;;175,08;;7,80;;420,00;308,50;111,00;263,50;0,16;0,02;0,18;0,00000;0,00160;118,50;123,73;0,00;0,00;170,33;177,95;0,00;0,00;0,00;0,00;5.600,00;;26.833,33;;325,00;;4,50;;1.446,67;1.168,25;7,53;1,03;0,03;0,00;0,24;0,31;0,46;0,38;0,60;;0,07;0,00;27,90;27,05;0,02;0,04;10,00;12,23;0,00;0,00;9,03;8,48;8,500;9,50;;0,07;;0,030;0,600;4,73;1,20;1,200;575,53;31,23;18,79;8,83;93,75;90,93;9,03;7,87;8,08;0,00;0,00;;3,53;;3,33;;0,00;0,00;120,50;116,93;268,67;263,55;16,67;17,50;16,47;16,65;6,48;;0,01;0,00;;3,300;2,225
12;1.995;0,00;0,00;145,98;299,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;214,50;158,75;390.991.968.000,00;171,00;2,75;162,50;;191,53;;3,30;;427,75;318,50;109,00;265,25;0,07;0,02;0,07;0,00000;0,00120;118,10;127,75;0,00;0,00;89,85;178,30;0,00;0,00;0,00;0,00;1.000,00;;6.800,00;;260,00;;0,00;;1.439,00;1.204,25;7,90;4,90;0,03;0,00;0,28;0,37;0,36;0,36;0,21;;0,06;0,01;26,35;26,48;0,02;0,06;13,50;17,63;0,00;0,00;10,00;10,25;10,700;10,00;;0,09;;0,030;0,210;;1,20;1,200;918,75;45,71;20,23;9,70;91,00;91,00;9,73;8,05;8,02;0,00;0,00;;3,80;;4,13;;;0,00;113,00;120,33;272,50;260,80;12,30;13,25;8,25;11,90;7,98;;0,02;0,01;;3,700;3,025
1;1.996;0,00;0,00;794,46;1.533,70;22,00;16,00;10,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;835,50;700,00;2.127.883.392.000,00;165,00;8,00;162,00;;178,10;;9,60;;355,50;263,00;92,50;193,50;0,23;0,08;0,33;0,00000;0,00120;109,00;105,45;0,00;0,00;128,50;118,80;0,00;0,00;0,00;0,00;150.000,00;;176.000,00;;52.000,00;;16,00;;1.450,50;961,33;7,83;1,15;0,02;0,00;0,24;0,39;0,26;0,28;0,26;;0,25;0,01;25,05;22,50;0,02;0,05;17,00;30,18;0,00;0,00;9,85;8,55;8,550;10,00;;0,08;0,080;0,090;0,260;;0,78;0,780;5.438,89;192,90;28,30;10,60;94,25;94,73;10,45;8,00;8,04;0,00;0,00;3,30;3,35;;4,90;4,900;;0,00;96,80;84,05;229,00;199,15;11,25;11,78;14,48;13,50;38,49;38,490;0,03;0,03;;3,400;2,160
2;1.996;0,00;0,00;905,95;1.456,60;27,00;21,00;8,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;650,20;972,00;2.191.665.600.000,00;169,50;8,00;162,50;;178,70;;9,60;;299,00;224,50;75,00;136,50;0,12;0,07;0,15;0,00000;0,00270;94,50;89,80;0,00;0,00;65,77;74,70;0,00;0,00;0,00;0,00;1.050,00;;11.000,00;;525,00;;0,00;;448,00;732,50;4,33;1,70;0,04;0,00;0,22;0,22;0,21;0,25;0,15;;0,07;0,01;17,45;18,25;0,02;0,10;15,33;24,20;0,00;0,00;9,53;10,95;10,950;10,20;;0,09;0,090;0,081;0,150;0,70;0,89;0,890;5.397,87;181,15;30,65;12,20;98,50;101,03;11,40;8,23;8,09;0,00;0,00;2,60;2,55;;6,10;6,100;0,00;0,00;47,70;52,75;132,67;137,15;7,93;9,48;6,97;11,08;17,84;17,840;0,02;0,01;;3,400;2,275
3;1.996;0,00;0,00;532,48;702,88;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;306,15;398,25;1.426.206.960.000,00;171,50;14,50;171,50;;173,85;;17,40;;303,00;240,50;63,00;131,50;0,27;0,02;0,39;0,00000;0,00130;91,60;96,25;0,00;0,00;66,73;60,60;0,00;0,00;0,00;0,00;800,00;;3.500,00;;200,00;;0,00;;881,00;693,00;6,57;1,20;0,19;0,00;0,27;0,29;0,47;0,56;0,24;;0,06;0,01;16,30;15,30;0,01;0,08;11,33;23,60;0,00;0,00;12,97;12,00;12,000;13,45;;0,11;0,110;0,030;0,240;;0,47;0,470;4.874,00;262,63;18,46;11,30;102,00;102,93;11,40;8,07;8,13;0,00;0,00;2,55;2,55;;3,40;3,400;;0,00;45,95;44,35;123,00;120,90;10,73;11,30;19,47;14,20;9,62;9,620;0,03;0,00;;3,600;8,675
4;1.996;0,00;0,00;310,54;565,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;180,00;268,80;804.918.384.000,00;166,00;9,50;165,50;;178,75;;11,40;;294,50;238,50;56,00;129,00;0,03;0,02;0,05;0,00000;0,00100;89,15;95,50;0,00;0,00;65,80;68,35;0,00;0,00;0,00;0,00;645,00;;3.750,00;;50,00;;210,00;;759,00;693,50;8,23;1,40;0,00;0,00;0,29;0,24;0,40;0,50;0,13;;0,03;0,01;15,05;13,70;0,01;0,06;9,00;12,46;0,00;0,00;10,73;11,45;11,450;10,90;;0,08;0,080;0,030;0,130;2,64;1,40;1,400;2.046,20;129,41;17,87;11,17;109,40;115,33;11,02;8,30;8,29;0,00;0,00;2,25;1,95;;3,80;3,800;;0,00;45,00;44,75;122,67;121,60;18,93;16,48;20,07;17,34;8,21;8,210;0,02;0,00;;3,400;20,400
5;1.996;0,00;0,00;384,97;774,38;7,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;811,00;260,00;1.031.110.992.000,00;149,00;9,50;154,00;;164,70;;11,40;;273,00;215,00;58,50;119,00;0,10;0,02;0,14;0,00000;0,00100;76,80;86,00;0,00;0,00;52,38;58,30;0,00;0,00;0,00;0,00;810,00;;4.866,67;;72,50;;0,00;;662,75;636,00;5,63;2,80;0,01;0,00;0,31;0,22;0,31;0,25;0,18;;0,13;0,01;15,10;14,20;0,03;0,04;19,25;24,10;0,00;0,00;7,58;8,85;8,850;7,65;;0,14;0,140;0,030;0,180;2,06;1,07;1,070;1.923,74;83,57;23,26;9,78;99,00;100,03;9,55;7,80;8,09;0,00;0,00;1,70;1,85;;4,20;4,200;0,00;0,00;40,05;38,80;109,25;107,35;16,40;18,13;21,23;19,18;13,34;13,340;0,04;0,03;;2,800;23,025
6;1.996;0,00;0,00;266,77;536,75;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;166,00;273,33;691.480.368.000,00;122,00;8,50;133,50;;142,75;;9,90;;224,00;176,50;47,50;90,50;0,03;0,02;0,05;0,00000;0,00130;67,25;70,80;0,00;0,00;40,93;46,55;0,00;0,00;0,00;0,00;1.355,00;;5.783,33;;50,00;;36,00;;1.323,40;571,00;4,20;1,60;0,01;0,00;0,42;0,47;0,24;0,22;0,28;;0,07;0,01;11,60;11,60;0,02;0,03;13,00;38,43;0,00;0,00;4,07;5,95;5,950;3,70;;0,05;0,050;0,030;0,280;2,09;1,12;1,120;614,30;49,13;13,83;8,48;101,67;99,50;8,93;7,84;8,18;0,00;0,00;1,20;1,50;;2,90;2,900;;0,00;28,25;30,75;73,17;89,10;24,30;22,77;29,53;22,43;13,68;13,680;0,01;0,03;;3,400;27,950
