Month;Year;ZM_River;ZM_Reservoir;QMean;QMax;Over_500;Over_750;Over_1000;Over_1250;Over_1500;Over_1750;Over_2000;Over_2250;Over_2500;Over_2750;Over_3000;Over_3250;Over_3500;FlowSup_CHE;Flow_CAT;FlowSup_TorAs;Alcalinity_CHE;Var118_CAT;Var119_CAT;Bicarbonate_CHE;Bicarbonate_CAT;Carbonates_CHE;Carbonates_CAT;DurTotal_CHE;DurTotal_CAT;DurCa_CAT;DurMg_CAT;DurPer_CAT;NH4_CHE;NH4_CAT;NH4_TorAs;AS_CHE;AS_CAT;Ca_CHE;Ca_CAT;CN_CHE;CN_CAT;Chloride_CHE;Chloride_CAT;Cu_CHE;Cu_CAT;Cr_CHE;Cr_CAT;ColFec_CHE;ColFec_CAT;ColTot_CHE;ColTot_CAT;StreptoFec_CHE;StreptoFec_CAT;Salmo_CHE;Salmo_CAT;Cond_CHE;Cond_CAT;DBO_CHE;DBO_CAT;Tenso_CHE;Tenso_CAT;Fluor_CHE;Fluor_CAT;Fosfor_CHE;Fosfor_TorAs;Fosfor_CAT;FosforTot_CHE;Fe_CHE;Fe_CAT;Mg_CHE;Mg_CAT;Mn_CHE;Mn_CAT;MES_CHE;MES_CAT;Hg_CHE;Hg_CAT;NO3_CHE;NO3_CAT;NO3_Hen;NO3_TorAs;NO2_CHE;NO2_CAT;NO2_Hen;NH4_Hen;P2O5_Hen;NKj_CHE;NKj_CAT;NKj_Hen;DIN_TorAs;DIP_TorAs;DINP_TorAs;O2Dis_CHE;O2Dis_CAT;O2Per_CHE;O2Per_CAT;pH_CHE;pH_CAT;Pb_CHE;Pb_CAT;K_CHE;K_CAT;SiO2_CHE;SiO2_CAT;SiO2_Hen;Se_CHE;Se_CAT;Na_CHE;Na_CAT;SO4_CHE;SO4_CAT;TempWat_CHE;TempWat_CAT;TempAir_CHE;TempAir_CAT;Tur_CAT;Tur_Hen;Zn_CHE;Zn_CAT;TOC_CAT;TOC_Hen;ChlTotal_Hen
1;1.980;0,00;0,00;481,59;740,50;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1.980;0,00;0,00;267,33;435,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1.980;0,00;0,00;299,30;660,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1.980;0,00;0,00;279,18;495,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1.980;0,00;0,00;413,47;1.101,60;12,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1.980;0,00;0,00;352,26;580,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;1.980;0,00;0,00;179,90;309,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1.980;0,00;0,00;89,17;180,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1.980;0,00;0,00;182,35;309,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1.980;0,00;0,00;190,77;294,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;172,00;;;168,33;;;168,33;;0,00;;396,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.108,67;;3,63;;;;;;;;;;;;;;;;2,67;;;;;;;;;;;;;;;;;;;8,37;;98,10;;7,87;;;;;;;;;;;;;;;22,47;;22,90;;;;;;;;
11;1.980;0,00;0,00;224,02;315,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;237,60;;;175,00;;;175,00;;0,00;;400,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.071,00;;1,63;;;;;;;;;;;;;;;;7,33;;;;;;;;;;;;;;;;;;;8,07;;77,50;;7,87;;;;;;;;;;;;;;;13,53;;12,40;;;;;;;;
12;1.980;0,00;0,00;431,30;806,80;8,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;516,40;;;158,33;;;158,33;;0,00;;366,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.101,00;;2,60;;;;;;;;;;;;;;;;4,67;;;;;;;;;;;;;;;;;;;10,97;;92,53;;7,80;;;;;;;;;;;;;;;8,37;;7,47;;;;;;;;
1;1.981;0,00;0,00;876,69;1.897,20;19,00;11,00;10,00;10,00;6,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;326,80;;;145,00;;;145,00;;0,00;;248,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;651,00;;3,00;;;;;;;;;;;;;;;;16,33;;;;;;;;;;;;;;;;;;;10,87;;87,80;;7,73;;;;;;;;;;;;;;;5,80;;6,20;;;;;;;;
2;1.981;0,00;0,00;364,04;590,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;558,00;;;149,17;;;149,17;;0,00;;263,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;674,33;;2,97;;;;;;;;;;;;;;;;21,33;;;;;;;;;;;;;;;;;;;12,63;;105,43;;7,60;;;;;;;;;;;;;;;7,27;;14,07;;;;;;;;
3;1.981;0,00;0,00;214,68;398,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;153,40;;;153,33;;;153,33;;0,00;;268,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;755,33;;4,03;;;;;;;;;;;;;;;;7,00;;;;;;;;;;;;;;;;;;;11,93;;102,87;;8,07;;;;;;;;;;;;;;;9,13;;11,53;;;;;;;;
4;1.981;0,00;0,00;353,91;605,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;570,27;;;170,00;;;170,00;;0,00;;290,00;;;;;0,01;;;0,01667;;92,20;;0,00;;80,17;;0,00;;0,00;;;;7.533,33;;;;;;674,33;;4,33;;0,17;;0,30;;0,26;;;;0,00;;20,27;;0,00;;8,33;;;;3,73;;;;;;;;;;;;;;;11,03;;102,93;;7,87;;0,00;;3,17;;;;;;;53,90;;129,77;;12,37;;19,50;;;;0,00;;;;
5;1.981;0,00;0,00;340,17;574,99;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;593,20;;;153,33;;;153,33;;0,00;;293,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;708,00;;3,63;;;;;;;;;;;;;;;;5,00;;;;;;;;;;;;;;;;;;;9,60;;95,40;;7,83;;;;;;;;;;;;;;;15,13;;18,27;;;;;;;;
6;1.981;0,00;0,00;158,62;585,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;176,00;;;142,50;;;142,50;;0,00;;285,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;649,67;;3,50;;;;;;;;;;;;;;;;5,67;;;;;;;;;;;;;;;;;;;9,67;;104,90;;7,83;;;;;;;;;;;;;;;19,30;;20,17;;;;;;;;
7;1.981;0,00;0,00;167,04;355,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;237,60;;;131,67;;;131,67;;0,00;;266,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;590,33;;2,33;;;;;;;;;;;;;;;;22,67;;;;;;;;;;;;;;;;;;;7,13;;78,00;;7,50;;;;;;;;;;;;;;;20,13;;28,33;;;;;;;;
8;1.981;0,00;0,00;94,15;220,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;139,17;;;139,17;;0,00;;296,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;682,33;;3,40;;;;;;;;;;;;;;;;6,00;;;;;;;;;;;;;;;;;;;8,53;;98,03;;7,60;;;;;;;;;;;;;;;22,80;;29,33;;;;;;;;
9;1.981;0,00;0,00;175,05;289,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;210,00;;;151,67;;;151,67;;0,00;;343,33;;;;;0,21;;;0,01000;;105,53;;0,09;;114,33;;0,00;;0,00;;;;17.000,00;;;;;;911,00;;3,13;;0,07;;0,10;;0,58;;;;0,00;;19,47;;0,00;;8,00;;;;2,90;;;;;;;;;;;;;;;6,13;;70,07;;7,67;;0,00;;3,37;;;;;;;84,70;;188,57;;22,17;;27,00;;;;0,00;;;;
10;1.981;0,00;0,00;130,28;209,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;118,70;;;152,50;;;;;;;;;;;;;;;0,01500;;114,20;;0,00;;137,50;;0,00;;0,00;;;;2.333,33;;;;;;1.076,00;;2,40;;0,31;;0,13;;0,55;;;;0,00;;28,00;;0,00;;15,67;;0,00;;3,25;;;;;;;;;;;;;;;7,27;;78,73;;7,57;;0,00;;;;;;;;;105,60;;244,35;;19,73;;23,53;;;;0,00;;;;
11;1.981;0,00;0,00;200,81;358,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;596,00;;;151,25;;;;;;;;;;;;;;;0,00000;;104,20;;0,00;;138,00;;0,00;;0,00;;;;33.399,67;;;;;;1.010,67;;1,50;;0,11;;0,12;;0,43;;;;0,00;;24,90;;0,00;;12,00;;;;13,35;;;;;;;;;;;;;;;8,53;;86,80;;7,80;;0,00;;;;;;;;;97,00;;242,85;;16,40;;20,47;;;;0,00;;;;
12;1.981;0,00;0,00;183,15;620,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,50;;;158,75;;;158,75;;0,00;;420,00;;;;;0,02;;;0,00000;;118,20;;0,00;;174,75;;0,03;;0,00;;;;0,00;;;;;;1.130,67;;4,13;;0,12;;0,16;;0,37;;;;0,15;;30,40;;0,02;;2,67;;0,00;;18,35;;;;;;;;;;;;;;;9,90;;89,20;;7,90;;0,00;;4,75;;;;;;;130,70;;274,00;;11,13;;11,37;;;;0,00;;;;
1;1.982;0,00;0,00;438,68;688,75;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;619,47;;;148,75;;;148,75;;0,00;;340,00;;;;;0,15;;;0,00000;;100,20;;0,00;;109,50;;0,00;;0,00;;;;12.000,00;;;;;;783,00;;2,50;;0,01;;0,13;;0,45;;;;0,00;;21,90;;0,00;;11,67;;0,00;;20,00;;;;;;;;;;;;;;;9,93;;86,67;;7,67;;0,00;;4,40;;;;;;;88,75;;179,20;;8,73;;12,53;;;;0,00;;;;
2;1.982;0,00;0,00;458,27;801,50;10,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;556,93;;;146,25;;;146,25;;0,00;;255,00;;;;;0,04;;;0,01000;;78,20;;0,00;;63,50;;0,00;;0,00;;;;22.000,00;;;;;;553,33;;3,00;;0,88;;0,14;;0,37;;;;0,15;;14,60;;0,06;;6,67;;0,00;;11,55;;;;;;;;;;;;;;;9,90;;84,67;;7,77;;0,02;;3,05;;;;;;;40,90;;101,80;;8,67;;12,53;;;;0,00;;;;
3;1.982;0,00;0,00;591,16;806,80;22,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;647,67;;;136,25;;;136,25;;0,00;;240,00;;;;;0,39;;;0,05000;;74,15;;0,00;;57,00;;0,00;;0,00;;;;25.000,00;;;;;;545,33;;3,90;;0,00;;0,08;;0,53;;;;0,00;;13,40;;0,01;;4,67;;0,00;;11,35;;;;;;;;;;;;;;;10,50;;93,47;;7,83;;0,00;;3,05;;;;;;;40,90;;95,20;;10,10;;20,83;;;;0,05;;;;
4;1.982;0,00;0,00;235,15;500,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;606,67;;;148,75;;;148,75;;0,00;;235,00;;;;;0,01;;;0,00000;;82,20;;0,00;;68,50;;0,00;;0,00;;;;20.000,00;;;;;;583,33;;4,03;;0,12;;0,14;;0,56;;;;0,00;;7,25;;0,00;;19,33;;0,00;;9,50;;;;;;;;;;;;;;;10,47;;102,03;;7,77;;0,01;;3,00;;;;;;;45,75;;93,10;;13,57;;14,87;;;;0,00;;;;
5;1.982;0,00;0,00;119,38;269,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;112,50;;;141,25;;;141,25;;0,00;;250,00;;;;;0,01;;;0,00000;;80,20;;0,00;;68,25;;0,00;;0,00;;;;50.199,50;;;;;;579,33;;3,40;;0,14;;0,08;;0,35;;;;0,00;;12,15;;0,00;;10,33;;0,00;;7,20;;;;;;;;;;;;;;;9,83;;102,20;;7,83;;0,00;;2,35;;;;;;;48,05;;108,55;;17,13;;19,73;;;;0,00;;;;
6;1.982;0,00;0,00;154,65;260,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;163,57;;;125,00;;;125,00;;0,00;;247,50;;;;;0,18;;;0,00000;;71,10;;0,00;;58,00;;0,00;;0,00;;;;6.500,00;;;;;;582,00;;3,57;;0,11;;0,13;;0,37;;;;0,40;;17,00;;0,00;;8,67;;0,00;;5,90;;;;;;;;;;;;;;;7,27;;78,43;;7,73;;0,00;;2,45;;;;;;;49,20;;114,95;;19,33;;26,00;;;;0,00;;;;
7;1.982;0,00;0,00;99,96;201,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;102,63;;;142,50;;;142,50;;0,00;;265,00;;;;;0,68;;;0,00000;;86,87;;0,00;;84,00;;0,00;;0,00;;;;54.999,67;;;;;;680,67;;2,83;;0,06;;0,10;;0,38;;;;0,00;;11,73;;0,00;;5,00;;0,00;;4,60;;;;;;;;;;;;;;;7,47;;84,70;;7,70;;0,00;;2,80;;;;;;;57,03;;114,93;;22,07;;32,90;;;;0,00;;;;
8;1.982;0,00;0,00;93,24;172,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;74,10;;;133,75;;;133,75;;0,00;;312,50;;;;;0,00;;;0,00000;;88,20;;0,00;;116,00;;0,00;;0,00;;;;41.500,00;;;;;;885,00;;3,53;;0,04;;0,11;;0,87;;;;0,00;;22,50;;0,00;;12,67;;0,00;;5,50;;;;;;;;;;;;;;;10,03;;116,30;;7,43;;0,00;;3,80;;;;;;;81,40;;177,55;;23,57;;31,67;;;;0,00;;;;
9;1.982;0,00;0,00;147,76;246,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;198,60;;;147,50;;;147,50;;0,00;;370,00;;;;;0,48;;;0,00000;;102,20;;0,00;;110,50;;0,00;;0,00;;;;72.499,50;;;;;;1.031,00;;3,13;;0,00;;0,14;;1,01;;;;0,00;;29,20;;0,00;;15,33;;0,00;;9,10;;;;;;;;;;;;;;;6,37;;72,20;;7,40;;0,00;;4,05;;;;;;;73,80;;207,05;;21,90;;26,90;;;;0,00;;;;
10;1.982;0,00;0,00;183,80;363,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;79,30;;;156,25;;;156,25;;0,00;;382,50;;;;;0,56;;;0,00000;;110,20;;0,00;;143,00;;0,00;;0,00;;;;4.500,00;;;;;;1.194,33;;2,10;;0,03;;0,10;;0,25;;;;0,00;;26,15;;0,00;;13,33;;0,00;;8,30;;;;;;;;;;;;;;;7,47;;79,63;;7,93;;0,00;;4,55;;;;;;;108,25;;223,30;;17,90;;22,40;;;;0,00;;;;
11;1.982;0,00;0,00;784,73;3.303,00;23,00;10,00;4,00;4,00;3,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;170,00;;;145,00;;;145,00;;0,00;;337,50;;;;;0,39;;;0,00000;;97,20;;0,00;;113,50;;0,00;;0,00;;;;38.000,00;;;;;;950,00;;7,57;;0,02;;0,15;;0,47;;;;0,00;;23,10;;0,00;;8,67;;0,00;;7,50;;;;;;;;;;;;;;;9,33;;90,63;;8,03;;0,00;;5,00;;;;;;;79,95;;183,35;;14,40;;17,40;;;;0,00;;;;
12;1.982;0,00;0,00;1.000,59;1.875,50;28,00;19,00;13,00;9,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;636,40;;;142,50;;;142,50;;0,00;;342,50;;;;;1,06;;;0,00000;;98,20;;0,00;;115,00;;0,00;;0,00;;;;9.750,00;;;;;;890,67;;2,77;;0,02;;0,13;;0,33;;;;0,00;;23,70;;0,00;;17,67;;0,00;;8,90;;;;;;;;;;;;;;;9,93;;89,53;;7,67;;0,00;;4,00;;;;;;;88,75;;196,70;;11,30;;11,10;;;;0,00;;;;
1;1.983;0,00;0,00;613,11;1.012,40;19,00;8,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;261,20;;;151,67;;;151,67;;0,00;;240,00;;;;;0,37;;;0,00000;;80,20;;0,00;;49,83;;0,00;;0,00;;;;16.666,67;;;;;;528,00;;2,70;;0,22;;0,14;;0,41;;;;0,00;;9,70;;0,00;;11,33;;0,00;;8,83;;;;;;;;;;;;;;;9,63;;77,07;;7,67;;0,00;;2,90;;;;;;;31,73;;83,10;;6,03;;5,10;;;;0,00;;;;
2;1.983;0,00;0,00;435,88;635,80;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;176,00;;;170,00;;;170,00;;0,00;;272,50;;;;;1,90;;;0,00000;;100,20;;0,00;;70,75;;0,00;;0,00;;;;91.999,50;;;;;;636,00;;4,17;;0,01;;0,21;;0,39;;;;0,00;;11,55;;0,00;;7,33;;0,00;;10,10;;;;;;;;;;;;;;;12,03;;95,53;;7,80;;0,00;;3,15;;;;;;;51,60;;99,75;;5,73;;17,17;;;;0,00;;;;
3;1.983;0,00;0,00;487,43;800,00;13,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;315,20;;;170,00;;;170,00;;0,00;;305,00;;;;;0,28;;;0,00000;;95,15;;0,00;;86,50;;0,00;;0,00;;;;8.500,00;;;;;;679,00;;4,17;;0,10;;0,11;;0,48;;;;0,00;;16,40;;0,00;;7,33;;0,00;;11,50;;;;;;;;;;;;;;;11,03;;89,47;;7,87;;0,00;;2,45;;;;;;;66,35;;130,80;;8,57;;15,50;;;;0,00;;;;
4;1.983;0,00;0,00;560,43;800,00;22,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;266,00;;;170,00;;;170,00;;0,00;;297,50;;;;;0,07;;;0,00000;;90,20;;0,00;;71,75;;0,00;;0,00;;;;88.999,50;;;;;;605,33;;3,33;;0,03;;0,30;;0,40;;;;0,15;;17,65;;0,01;;5,33;;0,00;;11,75;;;;;;;;;;;;;;;10,57;;99,67;;8,03;;0,00;;2,90;;;;;;;46,95;;107,70;;12,70;;21,83;;;;0,00;;;;
5;1.983;0,00;0,00;317,24;791,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;;;163,75;;;163,75;;0,00;;285,00;;;;;0,16;;;0,00000;;92,20;;0,00;;71,25;;0,00;;0,00;;;;42.700,00;;;;;;631,67;;3,07;;0,12;;0,27;;0,35;;;;0,00;;13,40;;0,00;;4,33;;0,00;;11,05;;;;;;;;;;;;;;;9,93;;97,77;;7,87;;0,00;;3,15;;;;;;;48,05;;105,30;;14,87;;22,07;;;;0,00;;;;
6;1.983;0,00;0,00;177,75;321,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76,70;;;150,00;;;150,00;;0,00;;270,00;;;;;0,00;;;0,00000;;85,15;;0,00;;80,50;;0,00;;0,00;;;;17.000,00;;;;;;654,67;;2,90;;0,04;;0,22;;0,23;;;;0,00;;13,95;;0,00;;3,33;;0,00;;11,90;;;;;;;;;;;;;;;9,43;;103,07;;8,27;;0,00;;3,60;;;;;;;60,45;;112,70;;19,77;;32,67;;;;0,00;;;;
7;1.983;0,00;0,00;208,77;375,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;140,40;;;140,00;;;140,00;;0,00;;255,00;;;;;0,10;;;0,00000;;82,20;;0,00;;67,00;;0,00;;0,00;;;;69.666,67;;;;;;614,67;;2,13;;0,11;;0,18;;0,34;;;;0,13;;12,17;;0,02;;11,33;;0,00;;8,47;;;;;;;;;;;;;;;7,13;;81,00;;7,70;;0,00;;2,87;;;;;;;48,10;;107,97;;21,77;;27,33;;;;0,03;;;;
8;1.983;0,00;0,00;141,22;405,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;81,90;;;148,75;;;148,75;;0,00;;302,50;;;;;0,14;;;0,00000;;96,20;;0,00;;98,55;;0,00;;0,00;;;;23.000,00;;;;;;760,67;;3,73;;0,09;;0,23;;0,35;;;;0,00;;15,20;;0,02;;11,33;;0,00;;5,75;;;;;;;;;;;;;;;10,43;;121,83;;8,13;;0,00;;3,60;;;;;;;58,90;;146,05;;23,80;;30,60;;;;0,10;;;;
9;1.983;0,00;0,00;265,04;366,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;192,00;;;158,75;;;158,75;;0,00;;415,00;;;;;0,05;;;0,00000;;120,20;;0,00;;174,00;;0,00;;0,00;;;;11.000,00;;;;;;1.251,00;;4,23;;0,08;;0,35;;0,38;;;;0,00;;28,00;;0,00;;16,67;;0,00;;7,55;;;;;;;;;;;;;;;8,67;;97,17;;7,80;;0,00;;4,20;;;;;;;118,80;;261,20;;21,10;;29,10;;;;0,10;;;;
10;1.983;0,00;0,00;212,94;357,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;164,00;;;155,00;;;155,00;;0,00;;365,00;;;;;0,04;;;0,00000;;110,20;;0,00;;134,50;;0,00;;0,00;;;;74.444,00;;;;;;1.006,33;;2,47;;0,04;;0,25;;0,55;;;;0,05;;21,90;;0,01;;11,33;;0,00;;9,50;;;;;;;;;;;;;;;7,87;;86,87;;7,97;;0,00;;4,05;;;;;;;98,75;;199,20;;22,80;;25,17;;;;0,10;;;;
11;1.983;0,00;0,00;257,50;471,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,90;;;156,25;;;156,25;;0,00;;395,00;;;;;0,15;;;0,00000;;118,20;;0,00;;148,00;;0,00;;0,00;;;;30.833,50;;;;;;1.070,67;;4,10;;0,11;;0,24;;0,65;;;;0,00;;24,30;;0,01;;9,00;;0,00;;13,65;;;;;;;;;;;;;;;8,27;;85,20;;8,00;;0,00;;4,35;;;;;;;110,90;;243,30;;17,00;;18,10;;;;0,10;;;;
12;1.983;0,00;0,00;273,00;399,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;150,10;;;170,00;;;170,00;;0,00;;430,00;;;;;0,11;;;0,00000;;127,15;;0,00;;154,50;;0,00;;0,00;;;;52.000,00;;;;;;1.125,00;;3,43;;0,05;;0,39;;0,52;;;;0,00;;27,40;;0,01;;15,33;;0,00;;16,00;;;;;;;;;;;;;;;9,17;;81,87;;7,97;;0,00;;5,00;;;;;;;110,90;;256,05;;9,63;;12,57;;;;0,10;;;;
1;1.984;0,00;0,00;305,88;454,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;233,20;;;169,17;;;169,17;;0,00;;393,33;;;;;0,29;;;0,00000;;114,87;;0,00;;126,33;;0,00;;0,00;;;;20.533,33;;;;;;1.016,33;;5,07;;0,03;;0,31;;0,36;;;;0,00;;25,93;;0,01;;2,67;;0,00;;14,77;;;;;;;;;;;;;;;10,40;;88,97;;7,93;;0,00;;3,90;;;;;;;89,13;;212,80;;8,77;;9,10;;;;0,10;;;;
2;1.984;0,00;0,00;486,08;679,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;428,00;;;167,50;;;167,50;;0,00;;335,00;;;;;0,26;;;0,00000;;101,00;;0,00;;107,50;;0,00;;0,00;;;;50.499,50;;;;;;779,33;;4,23;;0,13;;0,19;;0,48;;;;0,05;;20,20;;0,01;;10,67;;0,00;;13,10;;;;;;;;;;;;;;;11,83;;86,77;;7,80;;0,00;;3,85;;;;;;;70,95;;140,90;;6,80;;12,83;;;;0,10;;;;
3;1.984;0,00;0,00;394,06;612,40;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;285,20;;;165,00;;;165,00;;0,00;;280,00;;;;;0,12;;;0,00000;;90,20;;0,00;;85,25;;0,00;;0,00;;;;22.650,00;;;;;;649,33;;3,90;;0,14;;0,00;;0,58;;;;0,00;;14,00;;0,00;;4,67;;0,00;;9,65;;;;;;;;;;;;;;;11,73;;95,47;;8,00;;0,00;;3,15;;;;;;;54,45;;109,80;;6,90;;14,00;;;;0,10;;;;
